optimizer,epoch,training_loss
Mini-batch GD,221,0.24658677822404318
Mini-batch GD,222,0.24652779538118275
Mini-batch GD,223,0.24669852741279735
Mini-batch GD,224,0.24675703242006825
Mini-batch GD,225,0.24652798145020777
Mini-batch GD,226,0.24662770425902442
Mini-batch GD,227,0.24723551281344716
Mini-batch GD,228,0.24655132233653126
Mini-batch GD,229,0.24650222409967432
Mini-batch GD,230,0.246818191180156
Mini-batch GD,231,0.2465937320355037
Mini-batch GD,232,0.2464938273479573
Mini-batch GD,233,0.24746806570351218
Mini-batch GD,234,0.24648930024768817
Mini-batch GD,235,0.24649712102772614
Mini-batch GD,236,0.2465081451115021
Mini-batch GD,237,0.2464825691022627
Mini-batch GD,238,0.24649757243085058
Mini-batch GD,239,0.24654791508195834
Mini-batch GD,240,0.24680652717849316
Mini-batch GD,241,0.24699089002571548
Mini-batch GD,242,0.24649891480410843
Mini-batch GD,243,0.24659589421443687
Mini-batch GD,244,0.24670492821246112
Mini-batch GD,245,0.246505288426107
Mini-batch GD,246,0.24649800434504024
Mini-batch GD,247,0.24647990871226008
Mini-batch GD,248,0.24674492282288785
Mini-batch GD,249,0.2465537256194889
Mini-batch GD,250,0.2464852390050235
Mini-batch GD,251,0.24654034630888177
Mini-batch GD,252,0.24684389553736474
Mini-batch GD,253,0.24647869102227757
Mini-batch GD,254,0.2464753259023351
Mini-batch GD,255,0.2465994711457051
Mini-batch GD,256,0.24653567598821224
Mini-batch GD,257,0.24656558956180719
Mini-batch GD,258,0.2465269404207106
Mini-batch GD,259,0.24651845786056162
Mini-batch GD,260,0.24645584813942334
Mini-batch GD,261,0.24665161177592615
Mini-batch GD,262,0.24685045440936504
Mini-batch GD,263,0.24651865243557497
Mini-batch GD,264,0.24673306057809002
Mini-batch GD,265,0.2467243492623281
Mini-batch GD,266,0.24666694421574234
Mini-batch GD,267,0.24688281628305125
Mini-batch GD,268,0.24644162728944563
Mini-batch GD,269,0.24644903040902247
Mini-batch GD,270,0.24655759484928458
Mini-batch GD,271,0.2465740824502812
Mini-batch GD,272,0.24644679180192408
Mini-batch GD,273,0.24651803667634728
Mini-batch GD,274,0.24669518388172745
Mini-batch GD,275,0.24666934641981525
Mini-batch GD,276,0.24656395133002115
Mini-batch GD,277,0.2464843298051187
Mini-batch GD,278,0.24649457197594452
Mini-batch GD,279,0.24686503927971462
Mini-batch GD,280,0.24644697162689397
Mini-batch GD,281,0.2464638269924786
Mini-batch GD,282,0.24741435697878783
Mini-batch GD,283,0.24660289360248727
Mini-batch GD,284,0.24644000444983588
Mini-batch GD,285,0.24658463532713804
Mini-batch GD,286,0.24680684588783872
Mini-batch GD,287,0.24664660003429018
Mini-batch GD,288,0.2465258785806511
Mini-batch GD,289,0.24654840406718226
Mini-batch GD,290,0.24653872854020215
Mini-batch GD,291,0.24647843843675366
Mini-batch GD,292,0.24653048027898694
Mini-batch GD,293,0.2464682443074372
Mini-batch GD,294,0.24645635311283404
Mini-batch GD,295,0.24649523944145615
Mini-batch GD,296,0.24661365541375826
Mini-batch GD,297,0.24663664949365416
Mini-batch GD,298,0.2465219950442033
Mini-batch GD,299,0.24694076136118664
Mini-batch GD,300,0.24646807591745284
